player_id,sessions_per_week,avg_session_minutes,hours_per_session,total_weeks_active,total_playtime_hours,total_activity_minutes,achievements_unlocked,purchases_made,xp_earned,player_level,friends_count,quests_completed,items_crafted,chat_messages,days_since_last_login,toxicity_reports,clan_participation_rate,monetisation_score,engagement_score,noise_uniform_1,noise_uniform_2,noise_gauss_1,label
7254,4,44.6,0.74,19,56.24,3390,44,2,2456,33,0,5,7,30,48,0,0.191,3.48,0.362,0.9774,0.0648,0.442,0
7255,2,6.1,0.1,17,3.4,207,8,1,2095,10,25,8,5,125,0,2,0.479,1.1,0.373,0.5178,0.8744,-0.4689,0
7256,1,93.4,1.56,22,34.32,2055,16,2,1300,13,45,0,14,215,0,0,0.066,5.12,0.159,0.6528,0.8115,0.9252,0
7257,10,43.6,0.73,2,14.6,872,0,0,1092,29,48,25,12,138,0,1,0.328,0.0,0.367,0.5257,0.6785,-1.954,0
7258,5,63.2,1.05,30,157.5,9480,15,1,1924,40,0,14,14,46,2,0,0.0,2.05,0.193,0.558,0.9724,0.1734,0
7259,3,48.9,0.82,9,22.14,1320,12,0,1848,27,33,5,7,16,0,0,0.316,0.0,0.263,0.2103,0.5857,0.6459,0
7260,9,91.1,1.52,5,68.4,4100,29,3,1256,36,0,21,14,78,34,1,0.31,7.56,0.49,0.7793,0.3906,0.056,0
7261,14,59.0,0.98,13,178.36,10738,18,1,2431,25,36,18,32,101,0,1,0.203,1.98,0.296,0.4856,0.0344,1.5598,1
7262,10,50.6,0.84,11,92.4,5566,24,0,2422,1,23,9,19,0,81,2,0.0,0.0,0.367,0.9515,0.5137,-1.4493,0
7263,9,47.5,0.79,5,35.55,2138,14,1,2131,27,118,0,0,0,35,1,0.0,1.79,0.338,0.8041,0.2038,0.3772,0
7264,4,29.7,0.5,25,50.0,2970,15,1,1562,23,11,0,4,273,21,1,0.044,1.5,0.326,0.2372,0.5587,0.3995,0
7265,10,85.3,1.42,20,284.0,17060,36,3,2090,35,0,6,0,87,6,0,0.479,7.26,0.417,0.9263,0.7848,0.069,0
7266,5,67.1,1.12,26,145.6,8723,29,0,1712,41,24,11,3,0,9,2,0.417,0.0,0.224,0.5224,0.4553,0.4093,0
7267,3,25.6,0.43,3,3.87,230,20,0,1981,46,2,7,16,85,61,2,0.162,0.0,0.326,0.7498,0.1881,0.0746,0
7268,7,52.0,0.87,28,170.52,10192,17,2,371,16,82,24,5,0,26,0,0.039,3.74,0.162,0.5851,0.6201,-0.1555,0
7269,9,47.3,0.79,13,92.43,5534,35,2,1777,50,44,19,17,75,63,1,0.09,3.58,0.265,0.6463,0.5059,0.6259,0
7270,11,69.1,1.15,31,392.15,23563,29,2,3012,28,4,0,5,0,58,2,0.346,4.3,0.405,0.392,0.9183,-1.8718,0
7271,6,91.9,1.53,27,247.86,14888,0,1,1347,27,87,4,15,154,37,0,0.179,2.53,0.38,0.9623,0.3914,-1.3056,0
7272,4,79.4,1.32,1,5.28,318,1,0,1955,42,0,12,24,0,0,0,0.497,0.0,0.386,0.9224,0.8995,0.154,1
7273,6,75.5,1.26,31,234.36,14043,17,2,1451,37,111,3,17,33,0,0,0.116,4.52,0.19,0.8309,0.527,-0.8825,0
7274,8,53.6,0.89,40,284.8,17152,28,3,1607,21,105,0,3,211,7,0,0.738,5.67,0.302,0.623,0.1333,0.076,0
7275,8,58.3,0.97,27,209.52,12593,0,3,1640,1,115,4,6,14,54,0,0.251,5.91,0.257,0.443,0.2172,0.1334,0
7276,6,44.9,0.75,34,153.0,9160,8,0,2584,46,44,8,28,0,0,1,0.335,0.0,0.36,0.6481,0.2771,0.1235,0
7277,9,57.0,0.95,53,453.15,27189,14,0,1870,34,74,22,0,69,12,1,0.277,0.0,0.433,0.4514,0.9947,0.807,1
7278,4,39.9,0.66,1,2.64,160,9,1,1812,13,56,0,5,209,0,0,0.041,1.66,0.364,0.9983,0.3799,0.2803,0
7279,2,73.7,1.23,37,91.02,5454,13,0,1927,3,0,13,0,77,30,0,0.145,0.0,0.193,0.8881,0.7024,-0.6616,0
7280,5,53.5,0.89,10,44.5,2675,11,0,1264,29,82,16,14,0,45,0,0.056,0.0,0.159,0.5238,0.6918,0.8091,0
7281,12,58.4,0.97,47,547.08,32938,47,0,2376,51,193,2,12,0,0,0,0.585,0.0,0.466,0.7609,0.8782,-0.2208,1
7282,6,71.0,1.18,6,42.48,2556,6,0,1367,62,66,35,18,203,50,0,0.34,0.0,0.311,0.4527,0.8878,0.3887,0
7283,8,29.2,0.49,29,113.68,6774,5,1,1758,28,81,17,2,0,5,1,0.14,1.49,0.171,0.6214,0.3689,0.2592,0
7284,7,35.9,0.6,6,25.2,1508,15,3,1761,45,0,0,12,0,0,0,0.074,4.8,0.189,0.4207,0.9885,0.244,0
7285,7,74.6,1.24,30,260.4,15666,7,3,1577,26,5,22,9,26,39,1,0.0,6.72,0.366,0.0909,0.6252,0.3541,0
7286,10,64.4,1.07,30,321.0,19320,38,0,1597,33,103,0,7,5,46,0,0.423,0.0,0.515,0.0168,0.6121,0.9246,1
7287,6,47.5,0.79,17,80.58,4845,1,2,824,24,27,10,10,116,0,1,0.0,3.58,0.133,0.3603,0.2769,-2.0612,0
7288,8,52.8,0.88,12,84.48,5069,20,1,3438,39,53,8,27,181,18,0,0.0,1.88,0.255,0.7709,0.8779,1.2384,0
7289,15,27.6,0.46,26,179.4,10764,22,0,3845,44,0,5,0,50,22,0,0.036,0.0,0.251,0.6338,0.3279,0.0934,0
7290,11,75.7,1.26,23,318.78,19152,38,0,833,19,53,24,9,36,0,1,0.473,0.0,0.499,0.2148,0.3486,0.2399,0
7291,8,58.7,0.98,13,101.92,6105,34,3,1608,21,0,0,12,365,0,1,0.537,5.94,0.244,0.0341,0.2504,1.0887,1
7292,5,35.6,0.59,12,35.4,2136,17,0,1622,22,0,0,10,275,42,0,0.332,0.0,0.411,0.9295,0.8362,-0.2574,1
7293,5,83.8,1.4,7,49.0,2933,23,0,725,31,0,9,19,153,0,1,0.208,0.0,0.229,0.5981,0.4797,-0.4912,0
7294,6,32.0,0.53,44,139.92,8448,14,0,2135,69,16,0,3,0,13,0,0.244,0.0,0.326,0.9931,0.2602,1.2301,0
7295,6,68.3,1.14,19,129.96,7786,15,0,2557,35,165,6,23,212,27,0,0.0,0.0,0.4,0.3518,0.7345,0.0541,0
7296,10,46.8,0.78,1,7.8,468,25,0,776,45,0,27,34,0,50,0,0.276,0.0,0.487,0.7016,0.5593,2.0591,1
7297,5,82.7,1.38,11,75.9,4548,2,0,1926,18,0,3,13,0,47,0,0.172,0.0,0.204,0.539,0.724,1.5662,0
7298,7,73.2,1.22,26,222.04,13322,0,3,425,1,54,12,0,58,10,0,0.54,6.66,0.495,0.6549,0.1018,-0.7995,0
7299,6,79.8,1.33,2,15.96,958,15,2,2297,34,102,28,20,44,3,0,0.514,4.66,0.502,0.1282,0.5161,0.02,1
7300,5,27.0,0.45,2,4.5,270,41,4,2477,60,48,25,6,0,29,1,0.331,5.8,0.347,0.5856,0.2286,2.0286,0
7301,4,89.6,1.49,9,53.64,3226,29,1,2416,31,108,20,0,25,28,0,0.139,2.49,0.32,0.1747,0.3179,-0.0434,0
7302,10,77.9,1.3,11,143.0,8569,18,0,1651,41,88,20,10,55,0,0,0.37,0.0,0.243,0.5408,0.9543,0.5875,0
7303,13,68.7,1.14,15,222.3,13396,22,0,2305,36,84,4,18,91,4,1,0.129,0.0,0.433,0.2321,0.2039,0.0018,0
7304,8,36.0,0.6,17,81.6,4896,7,2,1339,15,64,9,7,277,0,0,0.423,3.2,0.238,0.7814,0.3528,-1.5278,0
7305,5,77.4,1.29,4,25.8,1548,2,2,899,49,8,12,17,155,6,0,0.223,4.58,0.182,0.1249,0.2186,0.2003,1
7306,7,62.1,1.03,40,288.4,17388,39,0,2269,1,0,0,0,0,12,0,0.231,0.0,0.217,0.9171,0.1347,-0.9854,0
7307,9,72.0,1.2,26,280.8,16848,30,0,1907,32,31,5,0,8,0,1,0.718,0.0,0.536,0.4724,0.7212,0.1828,0
7308,9,20.3,0.34,9,27.54,1644,48,1,1538,38,4,15,0,0,29,1,0.564,1.34,0.486,0.8778,0.4961,1.7062,0
7309,1,85.4,1.42,33,46.86,2818,9,3,1586,51,31,12,9,10,7,0,0.151,7.26,0.179,0.2958,0.1244,1.0126,1
7310,7,34.4,0.57,24,95.76,5779,31,4,2461,35,26,21,30,105,13,0,0.032,6.28,0.4,0.011,0.6631,-0.9829,0
7311,15,40.5,0.68,1,10.2,608,27,2,3005,26,93,22,27,291,36,2,0.105,3.36,0.321,0.1593,0.18,0.0971,1
7312,7,46.2,0.77,19,102.41,6145,36,1,1788,24,16,0,6,183,39,1,0.0,1.77,0.426,0.6359,0.545,1.175,0
7313,8,39.0,0.65,67,348.4,20904,20,0,3686,51,74,0,23,198,26,1,0.023,0.0,0.322,0.4171,0.7001,-0.8903,1
7314,7,28.9,0.48,33,110.88,6676,27,0,1708,24,43,14,13,0,23,0,0.11,0.0,0.216,0.404,0.8668,0.2605,0
7315,6,77.4,1.29,77,595.98,35759,37,1,3046,36,71,18,11,0,0,0,0.0,2.29,0.242,0.1749,0.2319,0.1591,1
7316,19,83.1,1.38,3,78.66,4737,42,2,2561,57,96,21,7,173,9,1,0.0,4.76,0.278,0.5181,0.4116,-0.7171,1
7317,13,66.7,1.11,34,490.62,29481,18,2,1754,11,70,0,0,83,0,1,0.0,4.22,0.441,0.3127,0.285,-1.3862,0
7318,6,66.3,1.1,40,264.0,15912,12,2,884,53,142,7,24,0,24,1,0.0,4.2,0.403,0.6242,0.9382,-0.0946,1
7319,7,61.8,1.03,30,216.3,12978,0,0,0,17,87,17,3,180,14,0,0.181,0.0,0.161,0.729,0.4473,0.7176,0
7320,6,69.9,1.16,19,132.24,7969,1,0,2136,29,73,6,15,244,0,1,0.367,0.0,0.207,0.5243,0.5588,-1.1499,0
7321,8,81.4,1.36,1,10.88,651,11,3,855,1,48,18,34,72,45,1,0.087,7.08,0.25,0.1794,0.9532,-0.8628,0
7322,9,105.3,1.76,12,190.08,11372,12,4,1515,44,82,21,28,121,0,0,0.159,11.04,0.481,0.9923,0.725,-0.6859,0
7323,13,97.0,1.62,22,463.32,27742,15,3,462,46,46,31,2,0,15,0,0.187,7.86,0.265,0.3718,0.5723,-0.3101,1
7324,4,40.5,0.68,35,95.2,5670,48,0,1311,10,4,23,14,289,18,1,0.021,0.0,0.272,0.8909,0.8126,-1.8035,0
7325,6,47.4,0.79,42,199.08,11945,14,2,2113,83,37,21,23,0,11,1,0.404,3.58,0.267,0.7431,0.9797,0.9738,0
7326,4,38.8,0.65,6,15.6,931,35,3,2009,50,37,12,15,104,7,0,0.381,4.95,0.156,0.0074,0.0768,-1.5576,1
7327,11,17.5,0.29,29,92.51,5582,13,3,1993,42,54,6,19,56,0,0,0.726,3.87,0.42,0.8677,0.068,-0.5916,1
7328,9,47.3,0.79,12,85.32,5108,43,3,1959,47,62,12,15,28,35,0,0.155,5.37,0.338,0.014,0.0705,0.1436,0
7329,3,42.3,0.7,30,63.0,3807,5,4,2207,34,0,13,17,39,4,0,0.13,6.8,0.214,0.1183,0.412,0.1006,0
7330,8,38.7,0.64,3,15.36,929,34,0,2439,12,29,11,3,120,0,0,0.041,0.0,0.433,0.7397,0.7678,-1.2807,0
7331,13,100.6,1.68,32,698.88,41850,29,5,3014,27,0,0,45,130,0,0,0.233,13.4,0.372,0.8156,0.8909,-0.6456,1
7332,11,45.4,0.76,28,234.08,13983,32,2,2579,36,160,26,22,99,0,0,0.703,3.52,0.287,0.7758,0.4746,0.4302,1
7333,9,31.7,0.53,30,143.1,8559,17,1,2223,11,21,10,20,96,36,0,0.177,1.53,0.419,0.5386,0.4791,0.8085,0
7334,9,51.5,0.86,15,116.1,6952,45,1,2309,37,59,13,0,46,4,0,0.104,1.86,0.221,0.5739,0.4617,-0.6521,0
7335,11,65.8,1.1,37,447.7,26781,16,1,2131,17,119,19,6,251,0,0,0.245,2.1,0.354,0.0599,0.2055,-0.3086,1
7336,5,77.8,1.3,34,221.0,13226,62,6,3429,39,46,12,3,52,17,1,0.274,13.8,0.458,0.9748,0.453,0.8345,1
7337,7,21.3,0.36,1,2.52,149,28,2,2049,34,45,15,10,0,21,0,0.0,2.72,0.18,0.9425,0.6758,-0.3692,0
7338,9,32.7,0.55,10,49.5,2943,19,2,2184,26,8,8,10,114,16,0,0.287,3.1,0.249,0.4726,0.7722,0.774,0
7339,7,38.5,0.64,1,4.48,270,16,1,751,53,0,9,0,0,23,0,0.297,1.64,0.414,0.99,0.2954,0.114,0
7340,12,52.2,0.87,3,31.32,1879,0,1,1354,31,105,4,5,0,6,0,0.042,1.87,0.45,0.1866,0.9554,-2.4455,0
7341,12,81.1,1.35,54,874.8,52553,25,1,2216,66,43,41,8,84,47,1,0.164,2.35,0.309,0.1712,0.8692,-0.2745,1
7342,1,89.5,1.49,19,28.31,1700,7,0,2545,35,104,18,12,0,48,1,0.272,0.0,0.162,0.6308,0.9529,-0.112,0
7343,1,10.0,0.17,32,5.44,320,8,0,2355,35,58,7,12,12,0,0,0.152,0.0,0.108,0.0009,0.9259,-0.579,0
7344,8,50.3,0.84,29,194.88,11670,29,0,1790,6,0,10,2,20,32,0,0.163,0.0,0.379,0.004,0.0942,0.6939,0
7345,9,64.1,1.07,9,86.67,5192,11,3,1245,48,81,12,13,2,0,0,0.0,6.21,0.259,0.3493,0.336,-0.5822,0
7346,9,67.1,1.12,37,372.96,22344,17,0,1643,21,28,21,1,342,19,0,0.063,0.0,0.327,0.5161,0.0086,-0.7226,1
7347,1,39.4,0.66,23,15.18,906,10,0,1825,20,47,20,6,238,25,0,0.0,0.0,0.17,0.2312,0.2634,2.302,0
7348,3,87.3,1.45,1,4.35,262,24,2,1665,13,68,12,12,0,0,0,0.328,4.9,0.34,0.8199,0.004,-1.0199,0
7349,4,108.7,1.81,11,79.64,4783,43,0,3180,40,38,27,8,0,8,0,0.052,0.0,0.314,0.9078,0.2011,-0.3985,0
7350,7,49.0,0.82,15,86.1,5145,7,1,2082,1,72,4,0,39,0,0,0.362,1.82,0.247,0.9386,0.4294,-1.2046,0
7351,8,55.3,0.92,26,191.36,11502,33,4,1375,38,51,7,6,104,8,1,0.15,7.68,0.452,0.6422,0.8829,-0.0232,0
7352,8,83.1,1.38,38,419.52,25262,26,4,1714,21,0,26,18,169,23,0,0.753,9.52,0.431,0.1347,0.3344,0.7432,1
7353,13,129.3,2.16,36,1010.88,60512,45,3,1768,34,99,26,12,33,14,4,0.313,9.48,0.499,0.1909,0.2052,-0.7242,1
7354,1,83.8,1.4,35,49.0,2933,18,0,778,33,1,11,10,2,37,1,0.539,0.0,0.213,0.4218,0.7377,-0.3339,0
7355,7,79.4,1.32,50,462.0,27790,39,0,1044,60,0,23,7,5,0,0,0.207,0.0,0.332,0.5923,0.4903,-0.7907,1
7356,10,82.1,1.37,34,465.8,27914,8,0,1997,52,5,3,12,53,19,2,0.153,0.0,0.194,0.8348,0.8555,-0.6524,0
7357,9,48.5,0.81,31,225.99,13532,0,0,107,1,132,0,16,258,0,0,0.01,0.0,0.266,0.3668,0.4626,0.1803,0
7358,9,107.3,1.79,5,80.55,4828,30,0,2072,15,84,17,17,0,17,1,0.125,0.0,0.343,0.7136,0.8542,-0.0332,0
7359,12,25.8,0.43,26,134.16,8050,23,1,2907,21,0,8,5,0,6,0,0.142,1.43,0.442,0.7148,0.2609,0.2863,0
7360,12,113.1,1.88,1,22.56,1357,9,0,1554,29,0,16,0,0,30,2,0.131,0.0,0.358,0.4861,0.229,2.5064,1
7361,9,69.2,1.15,38,393.3,23666,30,0,2386,17,65,15,12,0,0,1,0.421,0.0,0.312,0.5023,0.6552,0.5795,0
7362,2,47.3,0.79,25,39.5,2365,11,1,2558,45,0,29,0,0,33,1,0.0,1.79,0.076,0.8392,0.5249,-1.1901,0
7363,2,70.3,1.17,30,70.2,4218,17,2,1871,41,104,7,0,290,22,0,0.417,4.34,0.384,0.7658,0.2862,-0.2041,1
7364,14,14.1,0.24,42,141.12,8291,60,0,1713,7,78,17,13,0,6,3,0.007,0.0,0.418,0.6688,0.6465,1.4329,1
7365,5,78.0,1.3,5,32.5,1950,23,1,1526,33,94,5,15,0,22,0,0.0,2.3,0.2,0.335,0.3219,1.1306,0
7366,10,15.9,0.26,23,59.8,3657,15,0,1941,19,0,21,19,59,43,1,0.0,0.0,0.174,0.1824,0.6545,-0.498,0
7367,3,79.4,1.32,23,91.08,5479,3,3,2713,9,0,11,13,136,0,2,0.385,6.96,0.295,0.4603,0.0538,-0.8876,0
7368,9,68.2,1.14,1,10.26,614,9,0,2549,46,9,3,20,112,28,0,0.41,0.0,0.326,0.8827,0.695,0.4091,0
7369,10,86.5,1.44,1,14.4,865,12,1,2223,28,0,8,11,29,40,1,0.341,2.44,0.277,0.675,0.6436,0.9899,0
7370,1,79.8,1.33,32,42.56,2554,18,1,2038,20,120,19,5,0,0,0,0.18,2.33,0.283,0.2857,0.3458,1.2542,0
7371,2,45.8,0.76,35,53.2,3206,0,2,777,37,48,13,7,126,11,1,0.116,3.52,0.154,0.9771,0.2331,1.3198,0
7372,1,56.7,0.94,49,46.06,2778,6,3,1887,13,28,7,0,0,41,1,0.102,5.82,0.369,0.282,0.7006,-0.411,0
7373,11,70.9,1.18,15,194.7,11699,23,0,552,1,106,15,9,103,7,1,0.482,0.0,0.401,0.5143,0.3757,0.9724,0
7374,4,36.3,0.6,36,86.4,5227,17,0,2077,45,127,15,0,61,21,0,0.212,0.0,0.342,0.2777,0.5913,-0.0557,0
7375,5,32.6,0.54,1,2.7,163,9,0,1891,10,93,3,9,125,14,1,0.21,0.0,0.227,0.1184,0.3188,-0.6934,0
7376,10,57.1,0.95,12,114.0,6852,9,1,943,48,69,0,19,135,4,0,0.252,1.95,0.467,0.204,0.0582,0.5587,0
7377,10,83.2,1.39,45,625.5,37440,20,4,2361,27,27,0,12,0,41,0,0.227,9.56,0.419,0.641,0.4684,-1.3106,1
7378,3,67.5,1.12,14,47.04,2835,0,0,1986,4,29,15,3,165,54,1,0.22,0.0,0.311,0.7341,0.2098,-1.3334,0
7379,10,81.4,1.36,10,136.0,8140,10,0,560,10,154,0,13,201,5,0,0.0,0.0,0.374,0.8545,0.7477,0.3598,0
7380,8,89.1,1.48,26,307.84,18533,20,1,2036,60,43,0,0,81,36,1,0.095,2.48,0.423,0.4953,0.0266,-0.11,0
7381,9,73.4,1.22,26,285.48,17176,31,0,1743,11,20,18,26,87,29,0,0.0,0.0,0.311,0.7554,0.7711,0.4081,1
7382,4,54.5,0.91,21,76.44,4578,18,4,1593,32,0,0,19,4,0,0,0.369,7.64,0.37,0.7769,0.8354,1.5586,1
7383,8,85.0,1.42,19,215.84,12920,3,0,3466,48,130,0,5,203,0,0,0.049,0.0,0.426,0.5591,0.0056,0.2703,1
7384,1,70.0,1.17,41,47.97,2870,0,0,2029,7,7,0,2,0,25,0,0.0,0.0,0.082,0.6303,0.2576,0.456,0
7385,10,89.1,1.48,24,355.2,21384,34,3,2588,46,23,16,17,37,47,1,0.205,7.44,0.251,0.029,0.2962,0.7513,0
7386,5,73.4,1.22,5,30.5,1835,47,0,2074,35,80,19,11,0,0,2,0.513,0.0,0.514,0.8935,0.1094,0.1358,1
7387,12,87.6,1.46,19,332.88,19973,20,0,2022,46,0,5,3,148,0,0,0.064,0.0,0.384,0.8264,0.938,-1.586,0
7388,5,55.0,0.92,15,69.0,4125,16,0,3003,22,35,8,12,133,0,0,0.221,0.0,0.432,0.3783,0.4815,0.6459,0
7389,6,76.5,1.27,25,190.5,11475,19,1,2332,40,28,12,6,153,15,0,0.021,2.27,0.32,0.9688,0.3419,-0.7828,0
7390,7,29.9,0.5,6,21.0,1256,41,2,992,53,103,8,20,37,26,1,0.414,3.0,0.295,0.0387,0.7706,1.7949,0
7391,4,30.6,0.51,39,79.56,4774,16,0,740,33,0,17,0,175,63,0,0.104,0.0,0.306,0.964,0.25,0.1263,1
7392,11,134.6,2.24,1,24.64,1481,17,3,2233,29,0,5,2,149,2,1,0.105,9.72,0.304,0.349,0.0871,1.1089,1
7393,1,46.2,0.77,43,33.11,1987,14,0,2449,11,106,19,0,108,26,1,0.135,0.0,0.122,0.3136,0.2997,-0.0869,0
7394,9,76.0,1.27,57,651.51,38988,14,1,3012,2,182,33,1,44,11,0,0.0,2.27,0.368,0.0519,0.1522,1.851,1
7395,4,47.7,0.8,1,3.2,191,33,0,1565,2,54,6,11,0,14,0,0.0,0.0,0.37,0.4204,0.3295,-0.0571,0
7396,2,70.8,1.18,23,54.28,3257,24,3,1501,44,46,19,0,156,18,0,0.191,6.54,0.268,0.8962,0.5584,-0.2315,0
7397,11,103.0,1.72,34,643.28,38522,2,1,2022,54,3,7,3,42,55,0,0.244,2.72,0.468,0.9517,0.4611,1.0689,0
7398,14,51.8,0.86,21,252.84,15229,0,1,2662,53,125,0,15,107,5,2,0.261,1.86,0.284,0.1401,0.4238,-1.4514,0
7399,13,32.8,0.55,1,7.15,426,10,2,991,1,81,3,0,0,44,0,0.557,3.1,0.323,0.7638,0.0889,0.2174,0
7400,3,71.8,1.2,40,144.0,8616,4,0,1224,6,63,21,0,103,9,1,0.0,0.0,0.2,0.6636,0.734,-0.2457,0
7401,13,51.4,0.86,33,368.94,22051,15,1,497,46,73,0,0,0,29,0,0.047,1.86,0.225,0.3631,0.8861,-0.3998,0
7402,10,29.1,0.49,11,53.9,3201,6,0,1346,33,79,10,17,202,3,1,0.173,0.0,0.426,0.7744,0.8948,0.5497,0
7403,11,40.6,0.68,1,7.48,447,16,1,3089,10,105,12,12,116,29,0,0.459,1.68,0.443,0.8262,0.9845,0.7082,0
7404,3,56.1,0.94,55,155.1,9256,11,1,443,35,48,2,12,0,35,1,0.065,1.94,0.231,0.0465,0.3664,0.1934,0
7405,10,48.4,0.81,30,243.0,14520,21,0,2472,37,0,7,0,0,0,0,0.137,0.0,0.303,0.7462,0.769,-1.5898,1
7406,3,76.4,1.27,24,91.44,5501,24,1,2748,49,15,21,12,15,0,2,0.0,2.27,0.385,0.027,0.2392,0.1035,1
7407,14,95.9,1.6,34,761.6,45648,31,0,1909,34,46,25,0,182,38,0,0.207,0.0,0.503,0.8151,0.3885,-0.6748,0
7408,11,13.7,0.23,11,27.83,1658,4,0,2882,1,118,18,4,84,20,0,0.0,0.0,0.24,0.5201,0.4439,-0.108,0
7409,11,57.9,0.96,23,242.88,14649,15,3,1497,1,22,2,18,0,0,0,0.292,5.88,0.449,0.5435,0.4483,-0.2752,1
7410,7,66.7,1.11,1,7.77,467,19,1,2990,40,32,13,18,94,17,0,0.538,2.11,0.299,0.1367,0.401,0.4041,0
7411,17,65.4,1.09,24,444.72,26683,55,0,1645,11,61,10,18,0,0,1,0.364,0.0,0.479,0.5715,0.7999,1.408,1
7412,13,111.1,1.85,46,1106.3,66438,6,1,1887,2,26,0,21,108,61,0,0.297,2.85,0.377,0.2071,0.6223,0.8789,1
7413,10,48.3,0.8,1,8.0,483,0,0,3147,1,40,29,13,74,22,0,0.375,0.0,0.252,0.4399,0.2602,-0.8312,0
7414,7,9.3,0.16,12,13.44,781,18,4,1958,6,123,9,0,89,13,2,0.257,4.64,0.258,0.9837,0.9632,0.3943,1
7415,7,96.2,1.6,1,11.2,673,30,1,852,22,115,5,13,147,0,0,0.617,2.6,0.401,0.0608,0.7765,1.1395,1
7416,5,48.1,0.8,32,128.0,7696,31,0,1786,26,65,0,14,0,9,0,0.189,0.0,0.316,0.8166,0.9817,-1.1303,0
7417,5,47.9,0.8,31,124.0,7424,48,1,1028,23,54,3,3,76,0,0,0.289,1.8,0.228,0.3265,0.2645,-0.6941,0
7418,4,99.4,1.66,9,59.76,3578,42,1,1132,1,18,0,30,85,30,0,0.29,2.66,0.33,0.6737,0.8486,-1.9937,0
7419,12,27.6,0.46,21,115.92,6955,7,0,1133,26,90,16,0,72,17,0,0.049,0.0,0.273,0.1571,0.6103,-1.0502,0
7420,7,66.8,1.11,29,225.33,13560,5,0,1859,17,83,13,12,0,11,1,0.0,0.0,0.231,0.6113,0.7664,-1.0697,0
7421,5,71.5,1.19,31,184.45,11082,8,2,2832,47,118,15,0,262,6,1,0.313,4.38,0.389,0.8602,0.6098,-1.2026,0
7422,9,70.2,1.17,49,515.97,30958,12,4,3298,5,0,8,13,0,0,1,0.653,8.68,0.419,0.4674,0.1871,-1.0566,1
7423,6,75.5,1.26,15,113.4,6795,27,2,856,30,0,15,6,0,15,1,0.052,4.52,0.418,0.9457,0.5926,-1.1692,0
7424,6,76.9,1.28,11,84.48,5075,3,0,1595,30,82,16,1,127,28,0,0.164,0.0,0.36,0.7374,0.6188,-0.9101,0
7425,6,54.4,0.91,4,21.84,1306,26,2,2385,34,30,16,26,105,11,1,0.403,3.82,0.24,0.3411,0.1432,-0.2458,0
7426,6,41.4,0.69,6,24.84,1490,17,0,1282,17,0,11,0,0,0,0,0.125,0.0,0.293,0.3265,0.6309,0.7791,0
7427,6,73.0,1.22,13,95.16,5694,10,2,1181,51,202,0,0,41,8,0,0.083,4.44,0.176,0.3829,0.8667,-0.1919,0
7428,13,100.7,1.68,47,1026.48,61528,15,0,745,19,0,29,20,0,19,1,0.155,0.0,0.448,0.3361,0.8147,1.1776,1
7429,9,52.2,0.87,23,180.09,10805,3,0,1546,33,34,8,4,80,46,1,0.372,0.0,0.188,0.3461,0.8116,-0.4233,0
7430,6,59.4,0.99,14,83.16,4990,13,2,2408,13,20,0,9,62,12,2,0.0,3.98,0.338,0.2229,0.3642,-1.4592,0
7431,10,59.8,1.0,20,200.0,11960,0,2,2081,8,23,22,10,112,93,1,0.367,4.0,0.235,0.2945,0.6821,0.9801,0
7432,7,69.7,1.16,55,446.6,26835,42,2,1419,55,7,0,0,142,16,1,0.361,4.32,0.271,0.6218,0.4804,0.6095,1
7433,5,7.2,0.12,17,10.2,612,0,0,1666,54,31,10,7,130,18,0,0.197,0.0,0.162,0.9764,0.4222,-0.6563,0
7434,7,62.6,1.04,37,269.36,16213,9,0,1011,34,107,4,12,0,0,0,0.229,0.0,0.301,0.2514,0.1188,-0.4824,0
7435,10,81.6,1.36,9,122.4,7344,40,2,1245,23,57,11,29,21,26,0,0.485,4.72,0.378,0.5974,0.1476,-0.0747,0
7436,4,39.2,0.65,19,49.4,2979,43,0,2602,37,0,7,0,0,51,0,0.046,0.0,0.162,0.7486,0.957,-0.4959,0
7437,9,52.1,0.87,41,321.03,19225,0,1,798,47,10,33,5,8,35,0,0.316,1.87,0.251,0.6326,0.1401,1.4031,0
7438,9,109.2,1.82,11,180.18,10811,12,0,1378,36,19,3,0,80,0,0,0.011,0.0,0.314,0.5822,0.9968,2.408,0
7439,3,81.5,1.36,13,53.04,3178,11,3,1084,22,38,2,35,112,20,0,0.208,7.08,0.274,0.632,0.146,0.0971,0
7440,7,61.5,1.02,27,192.78,11624,23,4,1628,47,0,14,7,0,0,0,0.104,8.08,0.427,0.9353,0.2737,0.5269,0
7441,11,23.1,0.38,12,50.16,3049,8,1,1820,41,5,21,10,0,0,1,0.072,1.38,0.387,0.3053,0.9699,0.5752,0
7442,8,66.1,1.1,21,184.8,11105,23,0,1445,17,44,18,23,82,24,0,0.259,0.0,0.235,0.3618,0.0671,1.075,0
7443,9,52.0,0.87,43,336.69,20124,11,2,2042,21,186,26,0,0,37,1,0.546,3.74,0.37,0.3841,0.8502,0.0971,0
7444,4,26.8,0.45,28,50.4,3002,0,0,1778,43,0,19,8,69,4,0,0.183,0.0,0.192,0.142,0.7254,-0.7336,0
7445,5,30.8,0.51,33,84.15,5082,0,2,2522,33,76,12,18,217,18,0,0.228,3.02,0.403,0.9848,0.4413,1.9533,0
